gender,age,category,total_price
0,31,0,300.08
1,55,3,365.94
0,58,5,35.84
0,22,4,47.07
1,27,5,322.56
1,38,4,20.92
0,30,5,322.56
1,28,5,35.84
0,68,4,5.23
0,36,0,4801.28
0,42,6,1050.0
0,36,4,83.68
0,27,0,4801.28
0,48,4,5.23
0,29,0,1200.32
0,48,1,9602.72
0,40,4,5.23
1,47,3,650.56
0,34,0,2700.7200000000003
0,51,3,162.64
0,30,3,162.64
1,26,0,2700.7200000000003
1,54,3,365.94
1,29,6,9450.0
1,34,2,242.4
1,44,0,1200.32
1,24,2,15.15
0,63,0,4801.28
0,24,4,130.75
1,65,7,105.57
1,65,2,242.4
1,44,4,130.75
0,19,0,7502.0
0,44,3,365.94
1,44,4,83.68
0,60,3,365.94
1,49,3,365.94
0,41,1,600.17
0,24,3,40.66
0,51,3,365.94
0,39,3,650.56
0,58,4,5.23
0,53,0,2700.7200000000003
1,36,0,4801.28
1,25,3,1016.5
0,39,0,1200.32
0,58,4,83.68
0,54,3,40.66
1,35,5,35.84
0,41,3,650.56
1,52,1,600.17
0,50,4,83.68
0,23,0,1200.32
0,39,3,365.94
0,18,0,7502.0
0,47,1,5401.53
0,22,3,162.64
0,27,0,7502.0
0,54,0,300.08
1,26,0,4801.28
0,32,5,573.44
1,54,1,15004.25
0,35,4,83.68
1,58,4,83.68
1,40,2,242.4
0,60,3,162.64
0,44,5,573.44
1,39,1,15004.25
0,51,7,293.25
0,43,0,1200.32
0,27,4,5.23
1,66,3,162.64
0,40,5,35.84
1,63,3,365.94
0,49,5,143.36
0,37,4,130.75
1,40,6,4200.0
1,68,5,896.0
1,54,0,4801.28
0,58,4,20.92
0,27,5,573.44
0,26,0,1200.32
0,21,5,896.0
1,64,0,2700.7200000000003
0,41,4,83.68
0,30,0,2700.7200000000003
0,35,0,1200.32
1,38,7,11.73
0,37,3,650.56
1,40,4,130.75
1,26,0,2700.7200000000003
0,53,0,300.08
1,66,5,143.36
0,22,5,896.0
0,64,5,35.84
0,33,3,162.64
0,48,3,650.56
1,69,4,130.75
0,40,4,83.68
1,69,4,47.07
0,66,0,7502.0
0,46,1,2400.68
0,67,3,650.56
0,26,3,162.64
0,26,3,40.66
1,59,0,2700.7200000000003
1,66,6,26250.0
0,49,0,1200.32
0,23,0,300.08
1,43,5,35.84
0,31,5,573.44
1,58,0,300.08
0,44,5,143.36
1,56,5,322.56
0,68,4,20.92
0,41,4,5.23
0,41,2,378.75
1,59,0,4801.28
1,36,3,40.66
1,55,0,2700.7200000000003
0,52,0,4801.28
1,44,0,300.08
0,66,1,5401.53
0,21,5,35.84
0,43,5,35.84
0,56,1,2400.68
1,39,7,105.57
1,18,7,11.73
1,38,0,300.08
1,18,0,2700.7200000000003
1,39,1,9602.72
0,52,4,20.92
1,51,0,7502.0
0,19,0,7502.0
0,46,3,162.64
0,44,7,11.73
0,49,0,2700.7200000000003
0,21,5,573.44
0,48,4,83.68
0,44,0,2700.7200000000003
0,36,3,162.64
0,69,2,15.15
1,28,0,300.08
1,32,0,2700.7200000000003
0,42,1,600.17
0,56,5,35.84
1,61,1,5401.53
0,33,2,378.75
0,31,2,378.75
0,58,2,15.15
1,54,3,1016.5
0,62,1,15004.25
1,30,4,130.75
1,34,4,83.68
1,25,5,896.0
0,67,3,40.66
0,31,3,1016.5
1,30,4,47.07
0,18,3,162.64
1,41,0,2700.7200000000003
0,45,5,322.56
0,35,4,20.92
0,27,4,130.75
1,18,2,15.15
0,35,0,1200.32
0,34,4,5.23
0,22,0,2700.7200000000003
1,18,0,7502.0
0,36,1,2400.68
1,61,7,187.68
1,43,0,2700.7200000000003
1,68,3,365.94
0,69,3,650.56
0,38,2,60.6
0,33,0,1200.32
0,31,3,365.94
0,37,3,162.64
0,60,7,293.25
0,43,7,46.92
0,28,0,4801.28
0,62,1,600.17
1,44,0,7502.0
0,20,2,378.75
1,33,0,300.08
1,41,3,1016.5
1,18,6,1050.0
0,57,7,11.73
0,54,3,162.64
1,47,0,2700.7200000000003
1,23,0,300.08
0,62,2,60.6
0,59,0,7502.0
1,36,5,573.44
1,58,3,40.66
1,34,4,20.92
0,38,4,83.68
0,34,0,7502.0
1,18,0,2700.7200000000003
0,40,0,1200.32
0,26,4,83.68
0,54,7,105.57
0,22,0,2700.7200000000003
0,38,4,47.07
0,46,0,1200.32
1,63,5,35.84
0,47,6,1050.0
0,61,3,650.56
1,57,0,1200.32
1,62,4,47.07
0,36,5,573.44
0,51,4,5.23
0,33,0,300.08
1,23,3,162.64
1,56,0,2700.7200000000003
1,48,0,300.08
1,26,0,4801.28
0,64,4,47.07
1,37,5,143.36
0,49,4,47.07
1,65,0,4801.28
0,41,1,15004.25
0,21,3,162.64
1,50,1,15004.25
0,68,0,2700.7200000000003
0,38,3,162.64
0,44,0,300.08
0,31,3,650.56
0,68,0,4801.28
0,58,5,35.84
0,25,1,2400.68
0,56,0,300.08
0,64,0,1200.32
0,63,3,40.66
1,59,5,573.44
0,21,5,143.36
0,43,0,4801.28
0,26,0,300.08
1,27,3,162.64
0,59,0,7502.0
0,48,1,600.17
0,32,0,300.08
0,47,1,9602.72
0,22,5,143.36
1,69,5,573.44
0,57,0,7502.0
0,24,6,9450.0
1,51,0,7502.0
0,33,0,4801.28
0,41,0,300.08
0,60,7,187.68
1,38,0,7502.0
0,44,0,2700.7200000000003
1,23,6,9450.0
0,31,1,5401.53
0,53,4,83.68
0,37,4,20.92
0,65,3,40.66
0,57,0,1200.32
0,53,3,365.94
1,50,0,4801.28
1,47,7,46.92
0,18,3,365.94
0,58,0,7502.0
0,61,1,2400.68
0,66,6,4200.0
0,28,0,4801.28
0,51,3,365.94
0,33,0,2700.7200000000003
0,54,0,2700.7200000000003
0,44,0,2700.7200000000003
0,21,5,896.0
1,38,1,5401.53
0,36,4,20.92
1,68,7,105.57
0,43,0,7502.0
0,56,0,1200.32
0,19,4,130.75
1,49,0,7502.0
1,50,5,322.56
1,22,6,1050.0
0,34,1,5401.53
0,30,0,4801.28
0,45,5,322.56
0,56,1,9602.72
0,49,0,4801.28
0,27,0,7502.0
1,21,0,2700.7200000000003
1,51,3,1016.5
0,55,4,5.23
1,38,5,322.56
1,65,7,293.25
0,23,0,4801.28
0,25,0,2700.7200000000003
0,32,6,9450.0
0,62,1,600.17
0,24,0,2700.7200000000003
1,49,5,322.56
0,36,0,4801.28
1,20,0,1200.32
1,59,1,600.17
0,67,5,896.0
0,37,0,4801.28
0,29,5,573.44
1,23,1,2400.68
0,26,1,2400.68
0,66,6,9450.0
0,49,5,322.56
1,32,0,1200.32
1,28,0,7502.0
1,20,7,187.68
0,22,0,4801.28
1,59,0,7502.0
1,47,0,1200.32
0,28,4,47.07
1,19,1,9602.72
1,46,2,136.35000000000002
0,56,0,2700.7200000000003
1,23,2,60.6
1,58,3,162.64
1,61,4,47.07
0,66,4,47.07
1,49,0,1200.32
1,69,5,35.84
1,43,7,46.92
0,24,1,2400.68
0,59,3,162.64
0,55,2,378.75
0,33,4,83.68
1,66,0,7502.0
0,41,1,9602.72
1,61,4,5.23
0,44,0,2700.7200000000003
0,24,1,15004.25
0,37,0,2700.7200000000003
0,66,3,365.94
1,63,2,15.15
1,51,1,600.17
0,60,3,1016.5
0,59,3,650.56
0,55,0,2700.7200000000003
1,66,0,1200.32
0,65,0,2700.7200000000003
0,36,4,20.92
0,24,6,26250.0
1,57,5,896.0
0,32,1,600.17
0,40,5,143.36
1,40,5,322.56
1,19,6,4200.0
0,29,0,4801.28
0,52,0,2700.7200000000003
0,31,5,896.0
1,58,3,40.66
1,41,0,300.08
1,41,2,60.6
1,64,3,650.56
0,66,0,1200.32
1,28,3,650.56
1,50,1,5401.53
0,27,1,9602.72
0,69,3,162.64
0,40,0,7502.0
1,54,5,35.84
1,55,4,47.07
0,62,1,15004.25
1,68,3,40.66
1,54,4,5.23
1,32,0,2700.7200000000003
0,29,1,5401.53
1,48,5,143.36
1,29,0,7502.0
0,53,6,4200.0
0,32,1,9602.72
0,51,4,130.75
0,68,0,2700.7200000000003
1,41,7,11.73
0,47,3,365.94
1,35,0,1200.32
0,24,5,322.56
1,47,6,1050.0
1,60,6,9450.0
0,60,3,365.94
0,58,0,300.08
1,40,3,162.64
1,63,0,300.08
1,64,3,365.94
0,37,0,4801.28
1,58,0,4801.28
0,50,4,47.07
0,35,0,7502.0
0,23,0,2700.7200000000003
1,58,0,4801.28
0,30,6,16800.0
0,59,3,365.94
1,32,0,300.08
0,58,0,7502.0
0,47,1,5401.53
1,69,5,143.36
0,63,0,1200.32
0,56,4,83.68
1,56,1,15004.25
1,60,0,7502.0
0,22,5,896.0
0,32,6,16800.0
0,49,4,20.92
0,43,3,40.66
0,54,0,2700.7200000000003
0,28,3,40.66
1,37,4,83.68
1,34,2,242.4
1,40,0,7502.0
1,37,4,83.68
0,66,3,1016.5
0,36,4,5.23
1,66,0,300.08
1,66,5,35.84
0,37,7,187.68
0,37,1,2400.68
1,28,3,1016.5
1,44,2,136.35000000000002
1,51,6,1050.0
0,65,0,7502.0
0,67,4,130.75
1,28,0,4801.28
1,58,6,1050.0
0,18,3,1016.5
1,65,4,47.07
0,64,3,365.94
0,63,0,1200.32
0,18,7,187.68
0,37,5,143.36
0,47,7,293.25
1,22,1,15004.25
0,61,1,9602.72
0,24,4,20.92
1,65,0,2700.7200000000003
0,65,0,1200.32
0,22,0,4801.28
0,20,0,1200.32
1,53,3,40.66
0,32,3,365.94
0,21,0,300.08
0,19,0,7502.0
0,52,0,2700.7200000000003
0,33,0,1200.32
1,57,3,650.56
0,47,7,105.57
1,29,0,7502.0
0,18,5,573.44
0,60,0,1200.32
0,49,4,5.23
1,30,4,5.23
0,38,3,162.64
0,36,0,1200.32
1,54,0,4801.28
1,47,4,83.68
0,62,3,365.94
0,34,3,365.94
1,58,1,5401.53
0,19,5,573.44
0,60,3,162.64
1,58,0,7502.0
1,43,4,5.23
0,18,3,365.94
1,31,0,7502.0
1,42,5,573.44
0,32,3,1016.5
0,33,3,1016.5
0,28,4,83.68
0,65,0,7502.0
1,34,3,1016.5
1,44,0,7502.0
1,66,0,7502.0
0,65,0,2700.7200000000003
0,19,4,130.75
1,63,4,47.07
0,22,0,7502.0
0,38,0,7502.0
0,40,1,5401.53
0,40,6,1050.0
1,24,5,322.56
1,28,6,16800.0
0,52,0,2700.7200000000003
0,69,7,187.68
0,61,0,2700.7200000000003
0,35,4,5.23
0,29,0,4801.28
1,41,6,1050.0
0,53,0,1200.32
1,42,5,573.44
1,22,0,4801.28
0,62,4,47.07
1,42,6,4200.0
1,48,4,130.75
1,40,0,2700.7200000000003
1,18,4,5.23
0,41,0,7502.0
1,48,3,40.66
1,27,3,365.94
1,63,5,35.84
0,42,0,300.08
0,68,0,7502.0
1,40,0,4801.28
0,27,4,5.23
1,46,6,9450.0
0,33,0,7502.0
1,29,3,1016.5
1,19,1,5401.53
0,38,1,600.17
1,51,0,7502.0
1,49,7,46.92
0,40,6,1050.0
0,25,3,40.66
1,60,0,1200.32
0,54,7,11.73
0,35,5,322.56
1,64,5,322.56
0,63,3,40.66
0,58,0,7502.0
0,56,4,83.68
1,46,1,9602.72
0,32,0,7502.0
0,37,0,2700.7200000000003
0,34,3,40.66
1,51,4,5.23
0,66,0,2700.7200000000003
0,69,0,2700.7200000000003
1,52,0,4801.28
1,34,4,5.23
0,60,0,7502.0
0,55,0,4801.28
1,18,7,187.68
1,45,1,9602.72
0,66,3,162.64
1,39,4,83.68
0,50,0,4801.28
0,32,0,300.08
1,26,0,300.08
1,55,1,600.17
0,68,4,47.07
1,47,0,2700.7200000000003
1,30,4,83.68
1,65,0,1200.32
1,57,1,5401.53
0,36,6,9450.0
1,59,4,130.75
1,32,1,15004.25
0,49,5,896.0
1,31,1,15004.25
0,63,5,896.0
1,53,4,5.23
1,26,1,600.17
0,37,0,1200.32
1,41,5,143.36
1,30,4,5.23
1,38,0,2700.7200000000003
1,51,0,4801.28
1,31,3,1016.5
0,40,4,83.68
1,42,0,2700.7200000000003
0,45,5,573.44
0,21,3,365.94
1,56,4,47.07
1,54,0,7502.0
0,63,0,2700.7200000000003
0,47,1,9602.72
0,21,2,136.35000000000002
1,32,3,365.94
0,67,3,40.66
0,60,2,136.35000000000002
0,28,3,650.56
1,26,0,7502.0
1,64,0,2700.7200000000003
1,49,3,40.66
0,39,0,2700.7200000000003
1,53,7,293.25
1,48,6,26250.0
1,69,5,896.0
0,51,1,600.17
1,27,3,162.64
0,42,3,650.56
0,24,3,365.94
0,54,1,5401.53
0,29,2,242.4
1,45,0,2700.7200000000003
1,18,1,2400.68
0,66,0,4801.28
1,68,5,143.36
0,46,4,5.23
1,28,5,322.56
0,62,4,83.68
1,49,1,2400.68
1,51,1,15004.25
0,65,1,15004.25
0,32,2,136.35000000000002
0,67,1,5401.53
0,41,0,4801.28
0,36,1,600.17
1,26,5,143.36
1,32,3,162.64
1,51,1,15004.25
1,40,1,600.17
0,60,0,4801.28
0,37,0,300.08
0,47,0,2700.7200000000003
1,42,6,16800.0
1,58,0,7502.0
0,39,0,2700.7200000000003
0,55,3,650.56
1,38,0,1200.32
0,24,4,20.92
1,43,3,365.94
1,22,4,47.07
1,65,3,365.94
0,35,1,5401.53
1,37,1,15004.25
0,51,1,2400.68
0,39,5,573.44
1,30,3,650.56
1,20,5,322.56
1,63,0,300.08
1,29,1,15004.25
0,69,3,650.56
0,34,0,2700.7200000000003
0,56,0,7502.0
0,44,6,4200.0
1,35,0,1200.32
0,37,0,2700.7200000000003
0,48,0,2700.7200000000003
0,18,0,1200.32
1,18,0,300.08
1,53,1,2400.68
1,20,7,293.25
0,35,4,20.92
0,64,0,7502.0
1,62,0,7502.0
0,56,5,143.36
1,29,5,143.36
1,18,1,600.17
0,52,5,322.56
0,40,0,4801.28
0,60,6,9450.0
1,36,0,4801.28
0,58,0,7502.0
1,49,7,11.73
1,51,0,1200.32
0,20,0,300.08
0,59,4,83.68
1,55,3,162.64
0,35,1,5401.53
1,62,2,60.6
1,46,1,600.17
0,33,0,1200.32
1,35,0,7502.0
1,36,4,130.75
0,62,0,2700.7200000000003
0,24,0,2700.7200000000003
0,65,0,300.08
0,49,0,2700.7200000000003
0,67,2,378.75
0,66,0,7502.0
1,20,2,60.6
0,60,0,1200.32
1,68,6,26250.0
0,62,5,322.56
1,41,0,2700.7200000000003
1,32,0,2700.7200000000003
0,29,3,650.56
1,45,3,365.94
1,28,4,83.68
1,52,5,573.44
0,68,0,4801.28
1,27,3,40.66
0,28,0,7502.0
1,54,0,300.08
1,20,4,130.75
0,36,3,1016.5
0,54,3,40.66
1,55,0,1200.32
0,44,0,2700.7200000000003
0,67,7,46.92
0,37,1,600.17
0,49,5,35.84
1,68,2,378.75
1,29,1,600.17
0,65,3,162.64
1,25,0,300.08
1,40,0,300.08
0,68,4,83.68
0,63,0,300.08
1,60,0,300.08
0,52,1,15004.25
0,52,0,2700.7200000000003
0,42,2,242.4
1,49,0,7502.0
0,43,0,300.08
0,50,5,35.84
0,37,4,5.23
0,47,1,600.17
1,58,5,35.84
0,68,2,242.4
0,58,0,7502.0
0,32,4,5.23
1,58,0,4801.28
0,24,1,9602.72
1,64,2,378.75
0,19,5,322.56
0,64,7,187.68
0,51,7,46.92
0,37,0,300.08
1,23,3,1016.5
1,38,6,4200.0
1,58,4,130.75
1,67,7,46.92
1,49,0,1200.32
0,46,4,5.23
1,47,0,300.08
1,69,5,322.56
0,42,0,2700.7200000000003
0,47,5,143.36
1,58,3,40.66
0,34,5,35.84
0,41,4,47.07
1,44,0,2700.7200000000003
0,66,0,7502.0
1,53,0,4801.28
0,38,3,162.64
0,56,2,242.4
0,20,4,83.68
1,21,5,322.56
0,22,3,40.66
1,19,4,47.07
0,19,1,15004.25
1,45,0,7502.0
0,42,0,2700.7200000000003
0,38,0,300.08
0,68,0,4801.28
1,22,3,1016.5
1,20,2,378.75
0,31,0,4801.28
0,26,6,4200.0
1,66,3,650.56
1,26,7,293.25
0,44,0,4801.28
0,41,7,187.68
0,26,3,162.64
0,47,0,2700.7200000000003
0,22,0,2700.7200000000003
0,22,0,300.08
1,60,0,7502.0
1,62,4,83.68
0,45,6,16800.0
0,26,5,896.0
0,50,0,7502.0
0,61,0,2700.7200000000003
0,20,1,9602.72
1,44,0,2700.7200000000003
0,40,7,11.73
0,65,7,187.68
1,59,5,896.0
0,23,0,4801.28
1,19,0,300.08
0,20,4,5.23
0,24,1,600.17
0,54,0,7502.0
1,20,3,1016.5
0,51,5,573.44
1,35,4,130.75
1,69,0,300.08
1,57,1,600.17
0,65,0,7502.0
0,43,0,7502.0
0,46,4,130.75
0,62,4,83.68
0,48,0,4801.28
1,35,1,5401.53
1,69,7,293.25
1,66,4,130.75
0,41,0,300.08
1,66,5,322.56
0,29,0,4801.28
0,29,3,1016.5
1,35,6,1050.0
0,21,0,300.08
1,56,0,7502.0
0,27,5,35.84
1,27,0,1200.32
0,57,3,365.94
0,24,0,7502.0
1,64,5,35.84
0,42,3,1016.5
0,34,4,20.92
0,19,0,4801.28
0,59,3,1016.5
0,31,0,2700.7200000000003
0,25,0,300.08
0,33,0,4801.28
1,27,3,162.64
0,68,6,1050.0
1,46,1,5401.53
0,39,3,650.56
1,53,0,300.08
1,19,0,2700.7200000000003
0,55,3,162.64
0,33,3,365.94
0,55,0,4801.28
0,67,0,4801.28
0,69,2,242.4
0,27,0,2700.7200000000003
0,54,3,365.94
1,26,0,4801.28
0,34,6,16800.0
1,32,6,16800.0
1,30,6,16800.0
0,30,3,1016.5
0,65,0,7502.0
0,60,6,26250.0
0,44,1,9602.72
0,27,5,322.56
1,31,0,4801.28
0,57,4,83.68
1,31,7,11.73
1,63,0,1200.32
0,57,4,5.23
0,25,6,16800.0
1,19,5,35.84
0,43,0,4801.28
0,66,0,4801.28
0,36,4,20.92
0,18,0,1200.32
1,43,6,16800.0
1,58,0,1200.32
0,59,4,5.23
1,23,3,162.64
0,61,3,1016.5
0,54,0,1200.32
0,22,3,162.64
1,67,1,15004.25
1,43,1,15004.25
1,39,0,300.08
0,42,0,4801.28
0,36,1,9602.72
1,30,4,20.92
1,43,3,40.66
1,38,3,40.66
1,50,2,60.6
0,19,3,365.94
1,67,3,365.94
1,30,3,1016.5
0,37,4,130.75
0,59,2,242.4
0,45,0,7502.0
1,40,5,573.44
1,48,4,20.92
0,18,3,40.66
0,28,3,365.94
0,69,1,2400.68
1,68,1,2400.68
0,46,1,2400.68
0,43,7,293.25
0,61,0,7502.0
1,61,6,4200.0
1,69,5,143.36
1,44,3,650.56
0,32,6,26250.0
0,22,4,130.75
0,66,1,9602.72
0,35,0,300.08
1,52,0,2700.7200000000003
0,38,2,242.4
1,51,0,300.08
1,21,5,573.44
0,26,4,47.07
0,45,0,7502.0
0,23,5,143.36
0,61,0,1200.32
0,45,0,1200.32
0,40,0,7502.0
0,49,5,322.56
1,56,5,573.44
0,37,4,130.75
1,59,2,378.75
0,49,0,2700.7200000000003
0,57,3,40.66
1,48,0,300.08
0,55,3,40.66
0,55,0,7502.0
1,24,0,7502.0
0,34,0,7502.0
0,59,0,7502.0
1,47,5,35.84
0,25,6,9450.0
0,25,0,300.08
0,42,0,300.08
1,69,1,5401.53
1,68,6,26250.0
0,53,0,4801.28
1,47,2,242.4
0,22,0,300.08
0,62,7,46.92
1,37,2,15.15
1,30,1,600.17
0,62,0,300.08
1,65,5,573.44
1,26,0,300.08
1,59,2,136.35000000000002
1,20,0,7502.0
1,54,6,26250.0
0,31,0,1200.32
0,56,2,15.15
1,69,0,2700.7200000000003
0,43,0,7502.0
1,26,3,162.64
0,49,5,322.56
1,31,3,365.94
0,59,0,2700.7200000000003
0,45,0,300.08
1,49,3,650.56
0,66,4,130.75
1,21,1,2400.68
0,37,1,9602.72
0,37,0,4801.28
1,43,0,2700.7200000000003
0,59,5,143.36
1,26,0,2700.7200000000003
0,42,4,47.07
0,34,0,2700.7200000000003
0,48,0,1200.32
0,52,0,7502.0
1,42,0,2700.7200000000003
0,37,0,1200.32
0,29,0,2700.7200000000003
0,20,0,1200.32
1,41,4,130.75
1,41,4,130.75
0,60,0,1200.32
1,19,5,35.84
0,66,0,300.08
0,37,5,143.36
1,23,4,20.92
1,38,7,11.73
1,42,1,9602.72
0,37,4,20.92
1,58,3,365.94
1,29,6,9450.0
1,37,4,20.92
1,63,0,1200.32
0,68,0,1200.32
0,66,0,2700.7200000000003
1,67,1,600.17
0,69,5,143.36
1,47,7,187.68
0,32,0,1200.32
0,50,3,365.94
0,69,0,1200.32
0,49,0,1200.32
0,64,4,130.75
0,29,4,47.07
1,45,5,573.44
0,35,4,20.92
1,56,7,293.25
1,37,4,130.75
1,48,4,20.92
0,21,3,365.94
0,62,6,9450.0
1,26,1,9602.72
0,33,2,378.75
0,20,6,9450.0
0,51,4,47.07
0,45,0,2700.7200000000003
0,22,0,2700.7200000000003
0,40,6,26250.0
0,53,0,300.08
0,29,4,130.75
1,20,0,4801.28
0,26,0,4801.28
1,54,0,7502.0
0,33,0,4801.28
0,59,3,162.64
1,53,0,2700.7200000000003
0,31,3,40.66
1,58,4,5.23
1,20,0,7502.0
1,22,5,573.44
1,51,4,20.92
0,55,0,2700.7200000000003
1,60,0,1200.32
1,26,5,573.44
0,19,0,1200.32
0,22,0,1200.32
1,42,0,2700.7200000000003
0,43,4,5.23
1,24,0,4801.28
0,40,0,7502.0
1,64,5,35.84
1,29,6,9450.0
0,64,5,143.36
0,66,6,26250.0
0,46,0,7502.0
0,49,5,573.44
0,41,4,130.75
1,36,0,300.08
1,65,0,300.08
1,47,0,1200.32
0,49,6,16800.0
0,24,0,300.08
0,34,0,1200.32
0,60,7,11.73
1,55,0,1200.32
0,44,4,5.23
0,48,0,1200.32
1,18,3,40.66
0,36,1,2400.68
0,63,0,300.08
0,58,5,573.44
0,18,1,5401.53
1,34,3,162.64
0,50,5,573.44
0,27,1,15004.25
0,28,3,162.64
1,54,5,322.56
1,63,2,60.6
0,54,4,130.75
1,69,0,7502.0
0,68,4,47.07
0,19,1,600.17
1,36,4,20.92
0,59,3,365.94
1,51,2,242.4
0,52,2,136.35000000000002
0,37,0,1200.32
0,46,2,136.35000000000002
0,30,5,573.44
1,23,5,35.84
0,48,0,2700.7200000000003
0,33,0,4801.28
1,38,4,20.92
1,47,3,650.56
0,28,0,1200.32
1,29,4,47.07
1,52,0,1200.32
0,45,1,2400.68
0,41,0,1200.32
1,58,0,300.08
0,31,4,20.92
1,34,0,2700.7200000000003
0,58,7,105.57
0,25,3,365.94
0,44,5,322.56
0,47,5,322.56
0,52,0,7502.0
1,55,6,4200.0
0,57,0,1200.32
1,23,3,650.56
1,66,4,47.07
1,54,0,4801.28
1,39,0,4801.28
0,22,5,143.36
1,24,0,1200.32
0,32,7,105.57
1,22,6,26250.0
0,28,3,365.94
0,37,0,7502.0
1,24,3,1016.5
0,39,0,2700.7200000000003
0,26,2,15.15
1,45,7,105.57
0,41,5,573.44
0,25,3,40.66
0,47,4,47.07
0,28,0,2700.7200000000003
0,25,0,1200.32
0,29,0,4801.28
0,50,3,1016.5
0,43,0,4801.28
0,46,0,4801.28
1,30,4,5.23
1,62,3,1016.5
0,19,6,9450.0
1,66,0,7502.0
0,20,5,573.44
0,34,1,600.17
0,64,0,1200.32
1,56,0,4801.28
0,38,3,365.94
0,42,3,650.56
1,58,0,2700.7200000000003
0,69,0,7502.0
0,35,0,4801.28
0,66,0,300.08
0,47,3,650.56
1,59,0,2700.7200000000003
0,37,0,4801.28
0,28,3,1016.5
1,33,0,1200.32
0,36,4,130.75
0,40,0,4801.28
0,36,0,1200.32
0,21,0,4801.28
0,43,2,15.15
1,61,1,15004.25
0,28,6,9450.0
1,22,4,5.23
1,23,7,11.73
0,32,5,322.56
1,30,5,896.0
0,62,0,300.08
0,67,3,650.56
1,56,0,7502.0
1,63,0,4801.28
1,29,0,1200.32
1,69,7,11.73
1,20,4,20.92
1,20,5,573.44
1,65,0,4801.28
0,35,5,573.44
0,27,5,896.0
0,57,3,1016.5
1,68,0,1200.32
0,56,6,26250.0
0,58,1,15004.25
0,56,6,26250.0
0,18,5,573.44
1,47,0,1200.32
0,60,0,1200.32
1,60,0,1200.32
0,40,5,143.36
0,52,5,143.36
0,19,1,600.17
0,41,4,83.68
0,52,0,300.08
0,30,2,242.4
0,45,5,35.84
0,47,4,47.07
0,31,1,5401.53
0,44,4,5.23
0,58,5,35.84
0,23,3,162.64
1,20,0,300.08
1,44,6,9450.0
1,21,0,300.08
1,55,0,7502.0
0,66,0,300.08
1,55,4,130.75
1,28,5,573.44
1,35,0,300.08
1,24,4,20.92
0,46,5,35.84
1,48,5,322.56
1,40,7,105.57
1,61,1,2400.68
0,43,3,1016.5
0,27,4,20.92
0,67,0,7502.0
0,44,3,1016.5
0,69,2,15.15
1,52,1,2400.68
1,36,3,1016.5
1,26,6,4200.0
1,36,0,2700.7200000000003
0,61,3,40.66
0,47,0,300.08
0,68,1,9602.72
0,66,0,1200.32
1,33,0,4801.28
1,68,0,2700.7200000000003
0,22,0,1200.32
1,65,5,322.56
1,48,0,4801.28
0,37,0,7502.0
0,28,0,300.08
0,49,3,40.66
1,59,6,26250.0
1,53,0,4801.28
0,34,0,300.08
0,53,4,83.68
1,35,1,600.17
0,53,3,40.66
0,39,0,300.08
0,66,4,130.75
1,60,2,60.6
0,24,1,600.17
0,53,1,600.17
0,67,1,15004.25
0,44,2,60.6
0,47,4,83.68
1,45,0,4801.28
1,56,1,600.17
0,50,2,15.15
0,42,4,47.07
1,55,0,4801.28
1,20,0,7502.0
1,38,3,1016.5
0,68,4,130.75
1,42,0,300.08
0,34,0,4801.28
1,68,1,600.17
0,39,0,1200.32
0,47,5,143.36
0,23,1,2400.68
1,21,4,20.92
0,39,4,5.23
1,38,0,300.08
0,36,0,2700.7200000000003
1,55,0,300.08
0,33,3,40.66
1,68,3,650.56
1,33,4,83.68
1,28,4,20.92
1,47,5,143.36
0,69,0,1200.32
0,23,1,5401.53
1,64,0,2700.7200000000003
1,67,6,1050.0
1,20,0,1200.32
0,27,3,162.64
0,18,1,600.17
1,32,0,7502.0
0,23,3,40.66
1,66,1,600.17
0,37,3,40.66
0,60,0,300.08
0,64,2,15.15
0,40,3,1016.5
1,69,0,7502.0
1,67,4,20.92
0,22,0,7502.0
0,44,3,365.94
0,38,1,15004.25
1,18,0,4801.28
0,19,0,300.08
1,47,0,1200.32
1,37,7,46.92
0,43,0,4801.28
0,58,0,300.08
1,55,5,896.0
1,51,5,143.36
0,36,4,83.68
1,24,0,4801.28
0,43,0,1200.32
0,61,4,20.92
1,38,5,35.84
1,39,0,4801.28
1,19,0,4801.28
0,50,7,293.25
1,65,2,15.15
0,28,3,40.66
1,24,0,2700.7200000000003
0,23,4,5.23
0,41,0,4801.28
1,61,0,1200.32
1,38,5,573.44
0,53,3,650.56
1,35,1,600.17
0,32,3,650.56
0,30,0,300.08
1,59,7,105.57
1,27,0,7502.0
1,66,0,7502.0
0,20,4,47.07
0,28,5,35.84
1,45,0,300.08
0,47,1,15004.25
0,46,5,573.44
1,40,0,1200.32
1,28,4,130.75
0,57,0,1200.32
0,56,7,11.73
1,22,5,322.56
0,20,0,300.08
1,46,1,2400.68
1,27,0,7502.0
0,65,0,2700.7200000000003
0,55,3,40.66
1,30,3,365.94
0,48,7,105.57
0,64,0,4801.28
1,56,6,1050.0
0,61,0,1200.32
0,61,4,130.75
1,51,4,5.23
0,59,0,300.08
1,38,0,4801.28
1,31,0,1200.32
0,61,0,2700.7200000000003
1,30,3,162.64
1,19,3,650.56
1,35,5,322.56
1,23,4,83.68
0,37,2,378.75
1,32,0,2700.7200000000003
0,39,5,573.44
1,43,4,5.23
0,34,0,7502.0
1,50,3,650.56
0,21,7,293.25
